dialog,movie,character,_id
" Oh no! What do I do? , What do I do? ",5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfd0d,5cd96e05de30eff6ebcce87b
Hit me! Hit me Sam! Start fighting!,5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfc15,5cd96e05de30eff6ebcce87c
Go Sam. Now!,5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfc15,5cd96e05de30eff6ebcce87d
Take them down!,5cd95395de30eff6ebccde5d,5cdbe49b7ed9587226e794a0,5cd96e05de30eff6ebcce87e
Fight! Fight to the last man. Fight for your lives.,5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfea0,5cd96e05de30eff6ebcce87f
" Gandalf! , Gandalf! Denethor has lost his mind. He's burning Faramir alive! ",5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfe2e,5cd96e05de30eff6ebcce880
Move along scum!,5cd95395de30eff6ebccde5d,5cdbe49b7ed9587226e794a0,5cd96e05de30eff6ebcce881
Get back in the line you maggots! Get back in the line you slugs!,5cd95395de30eff6ebccde5d,5cdbe49b7ed9587226e794a0,5cd96e05de30eff6ebcce882
Up! Quickly!,5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfea0,5cd96e05de30eff6ebcce883
" , Go back to the abyss! Fall into the nothingness that awaits you and your master! ",5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfea0,5cd96e05de30eff6ebcce884
" Do you not know death when you see it, old man? , This is my hour! ",5cd95395de30eff6ebccde5d,5cd9d576844dc4c55e47afee,5cd96e05de30eff6ebcce885
I can't! I can't' I can't manage the Ring Sam. It's' it's' such a weight to carry. It's such a weight.,5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfc15,5cd96e05de30eff6ebcce886
" , We're going that way, straight as we can. There's no point carrying anything we're not sure to need. ",5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfd0d,5cd96e05de30eff6ebcce887
" Mr Frodo, look. , There is light and beauty up there that no shadow can touch. ",5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfd0d,5cd96e05de30eff6ebcce888
" Take mine. , There's a few drops left. ",5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfd0d,5cd96e05de30eff6ebcce889
There will be none left for the return journey.,5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfc15,5cd96e05de30eff6ebcce88a
I don't think there will be a return journey Mr Frodo.,5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfd0d,5cd96e05de30eff6ebcce88b
" Frodo, get down! , Hide! ",5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfd0d,5cd96e05de30eff6ebcce88c
" AAAAhhh! , ",5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfe2e,5cd96e05de30eff6ebcce88d
You have failed! The world of men will fall.,5cd95395de30eff6ebccde5d,5cd9d576844dc4c55e47afee,5cd96e05de30eff6ebcce88e
Gandalf!,5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfe2e,5cd96e05de30eff6ebcce88f
Where are they?,5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfe2e,5cd96e05de30eff6ebcce890
Frodo!,5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfd0d,5cd96e05de30eff6ebcce891
Is there any in this rout with authority to treat with me?,5cd95395de30eff6ebccde5d,5cd9d5a0844dc4c55e47afef,5cd96e05de30eff6ebcce892
" We do not come to treat with Sauron, faithless and accursed. Tell your master this. The armies of Mordor must disband. He is to depart these lands, never to return. ",5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfea0,5cd96e05de30eff6ebcce893
" Let the Lord of the Black Land come forth! , Let justice be done upon him! ",5cd95395de30eff6ebccde5d,5cd99d4bde30eff6ebccfbe6,5cd96e05de30eff6ebcce894
Courage Merry. Courage for our friends.,5cd95395de30eff6ebccde5d,5cdbdecb6dc0baeae48cfa59,5cd96e05de30eff6ebcce895
" Form ranks you maggots. Form ranks. Pikes in front, archers behind. ",5cd95395de30eff6ebccde5d,5cdbdecb6dc0baeae48cfa96,5cd96e05de30eff6ebcce896
